block,txhash,address,action,token,decimals,amount,startingBalance,newBalance6442046,0x5f8f8cbd67a23208c0ab8ae24c227fb6953ca7bb9289950aac87ec3038965b49,0xC7556d081B9DA5B1ff4dB41CCd4a0A3CB308f309,liquidate,WETH,18,300000000000000,0x7de4Bed9c2766a2219F46144D56f372184934cF8
6478174,0xd2e5c7ce2bcd7ae2f460e89ecd652f9f94d888f5fa43c38a233ebeabb35ab628,0xb86Bb5Fc804768Db34F1a37da8B719e19aF9dfFD,liquidate,WETH,18,146222864069282282,0x64aBC5b10C77d93BE5038E7b4965D2F0D8279127
6478183,0x04fb9ce8f9ed7568ad10e3af743fafe5a298d7dcbe6f4093fbded8419441a9c2,0xb86Bb5Fc804768Db34F1a37da8B719e19aF9dfFD,liquidate,WETH,18,195190019756396420,0x439b388FaA6e3aeE0989DeDCA8dF054f29f01553
6478190,0x7669f27eedef17d3432fbaa09dc68053e28babab7be0404f5e6afb7b99c0f668,0xb86Bb5Fc804768Db34F1a37da8B719e19aF9dfFD,liquidate,WETH,18,506017044969128358,0x439b388FaA6e3aeE0989DeDCA8dF054f29f01553
6498386,0x93c2852bd4ac16c188b8a7ff84cc6dab79f8f74b0727320aa216f740184631d3,0x71f35825a3B1528859dFa1A64b24242BC0d12990,liquidate,WETH,18,227126815040817727,0xC534CAFac4405402Fdba3C253aC930F0451A9e59
6500139,0x9900c3411aed473db91d7a3d8eb01d529bed377a12e2e2d90e54dd0f0946e848,0x71f35825a3B1528859dFa1A64b24242BC0d12990,liquidate,WETH,18,260753495422542852,0xC534CAFac4405402Fdba3C253aC930F0451A9e59
6506463,0x5fb720475bb8789be8de5708ca71c768c5e2b2e573618704528e1e2ffe332d69,0x71f35825a3B1528859dFa1A64b24242BC0d12990,liquidate,WETH,18,375105638875929817,0x439b388FaA6e3aeE0989DeDCA8dF054f29f01553
6506469,0xcd93de86e1ec57a9689ce38663f2799e3fb6e37b8c795d5f75d31397b00665f1,0x71f35825a3B1528859dFa1A64b24242BC0d12990,liquidate,WETH,18,338256752870876916,0xC534CAFac4405402Fdba3C253aC930F0451A9e59
6506828,0xb1fbfd6d902ed2ab57449f2f48d8ae792624b190a9092a24f746b781af632e22,0x71f35825a3B1528859dFa1A64b24242BC0d12990,liquidate,WETH,18,391841227907498257,0xC534CAFac4405402Fdba3C253aC930F0451A9e59
6506861,0xf809b037746f9d45eafa5d0afa9038dc61a5f7394fd11619cfc98be54df310ea,0x71f35825a3B1528859dFa1A64b24242BC0d12990,liquidate,WETH,18,153554422460189737,0x439b388FaA6e3aeE0989DeDCA8dF054f29f01553
6512210,0x97e31b0d094caf01f5b7c04144f7ad235ff29e3f957e52b42ac2901963a0866d,0x71f35825a3B1528859dFa1A64b24242BC0d12990,liquidate,WETH,18,280067485370845959,0x439b388FaA6e3aeE0989DeDCA8dF054f29f01553
6512219,0x7db8303919a20765a739bcc0767e6273981265a0177186d885b931640d8008d8,0x71f35825a3B1528859dFa1A64b24242BC0d12990,liquidate,WETH,18,0,0xC534CAFac4405402Fdba3C253aC930F0451A9e59
6515237,0xa4b8e1faf08eb96073b4ed7ea8eb8a3d77a57c183ad278a02d06f3e64b77a008,0x71f35825a3B1528859dFa1A64b24242BC0d12990,liquidate,WETH,18,337907248071341857,0xC534CAFac4405402Fdba3C253aC930F0451A9e59
6515409,0x0cf9e8724114831e45236887395b064258e4bfcc8316bbf07c8327e195c0f518,0x71f35825a3B1528859dFa1A64b24242BC0d12990,liquidate,WETH,18,245958226565446471,0xC534CAFac4405402Fdba3C253aC930F0451A9e59
6516086,0xac8f165dc220f67f2614adb2d923844f1e539a17c1e9247489ba928c6d7f7c99,0x71f35825a3B1528859dFa1A64b24242BC0d12990,liquidate,WETH,18,294007538149694763,0xC534CAFac4405402Fdba3C253aC930F0451A9e59
6517919,0x8428f0de7ddeaa878521f48adffea8fdb54fa9cebf16c16d0ded946883a294ff,0x71f35825a3B1528859dFa1A64b24242BC0d12990,liquidate,WETH,18,412444689307584458,0xC534CAFac4405402Fdba3C253aC930F0451A9e59
6518103,0xe01296d6565dc2125f52c2aaaa979e4e56ce52d5eacdc241eb4008534959aff1,0x71f35825a3B1528859dFa1A64b24242BC0d12990,liquidate,WETH,18,737298341971715529,0xC534CAFac4405402Fdba3C253aC930F0451A9e59
6518112,0x44f01a2b99916e4c71b991e0eec723a8f6565c96c466346af0db3fb11b19443d,0x71f35825a3B1528859dFa1A64b24242BC0d12990,liquidate,WETH,18,286110419143267067,0x439b388FaA6e3aeE0989DeDCA8dF054f29f01553
6540317,0x6b923bace76e95f3375d3d6a7c47f8dbcfbaeb515b45ccc96e015c6c870c426c,0x03b906FA40E77a3364832c361417Ca33F7592345,liquidate,ZRX,18,3054026100658429960469,0x917695320f3B10d5735aba9f1864bD4e4911a395
