address,ZRXSupplyInterest,ZRXBorrowInterest,BATSupplyInterest,BATBorrowInterest,REPSupplyInterest,REPBorrowInterest,WETHSupplyInterest,WETHBorrowInterest,SAISupplyInterest,SAIBorrowInterest,ETHSupplyInterest,ETHBorrowInterest,USDCSupplyInterest,USDCBorrowInterest,WBTCSupplyInterest,WBTCBorrowInterest,DAISupplyInterest,DAIBorrowInterest
0x01F3a7C99Fb976911C808d83a7830FE81E2b86ef,0.0,0.0,0.0,0.0,0.0,0.0,0.00013090960308012443,0.0,9.979232472841465e-07,0.0,0,0,0,0,0,0,0,0
0x01a35017c1475E9c4DAa88771ee5BC9EE427c28F,0.017102994954781087,0.0,0.40476460300415107,8.682024699290235e-05,0.0,0.0,0.0,0.0,3.0293835356328382,0.0,0,0,0,0,0,0,0,0
0x01c7664Ea0E4fa975ad3b9B97794e9b0C3901985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.538751553223251,0.0,0,0,0,0,0,0,0,0
0x01e8a979e7C5A1bB5C7aF02A5f11263D0af4C19e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.268356821283817,0.0,0,0,0,0,0,0,0,0
0x0226c05fBb787A805154cF7e052104Fa86E13F46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
0x0230dF1EbC69B4d8FcD4CDfd2a006a070fE9b0Ca,0.0,0.0,0.37059724976787606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
0x0232C8cF35bd8c27962DcF3828525AD40Eaca33C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26359192236639084,0.0,0,0,0,0,0,0,0,0
0x0235a450C1e56006217506CE78c5CbC8627B9097,0.0,0.0,0.0,0.0,0.0,0.0,0.17358196763235859,0.0,24.246758497332735,0.0,0,0,0,0,0,0,0,0
0x023D19780dA2541f561d0874891C50003efAC7f2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10722411395128315,0.0,0,0,0,0,0,0,0,0
0x023d3ec4216FdcF86535914500bEc511c216Be78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
0x024203E8AfC3C2c8681d8e5dEF2c614a4ac81c40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
0x02438Ddc4d456Eb5FBEaB1D2D33f798359Ff4929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.460320229405762e-08,0.0,0,0,0,0,0,0,0,0
0x02621e31998B15a93B39aA643a60396dEEE8bEd2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009698683788069085,1.5210331754842383,0.0,0,0,0,0,0,0,0,0
0x028875A8FbDA41ae3Fa55e31dc38F647E644b82e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04236310984666863,0.0,0,0,0,0,0,0,0,0
0x028AcCa4233995454e3693e43b6957A2F8aB456d,0.0,0.0,0.0,7.201605757335769e-07,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
0x0296247Ed60f04F47bd74F7a0A2A7Ac2D2014612,0.0,0.0,0.0,0.0,0.0,0.0,8.856569524264468e-05,0.0,0.0,0.0,0,0,0,0,0,0,0,0
0x02A57AE431956D761525aba3aAe84926bC03c16A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0019954234683527547,0.0,0.0,0,0,0,0,0,0,0,0
0x02C5538202d60D26d87b7C9929eda68Fc87E6466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6137971186798251,0.0,0,0,0,0,0,0,0,0
0x02D4Ce7e7fF686e418Fd80B0Df8336bFf92F26D3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00019366667957459286,0.0,0,0,0,0,0,0,0,0
0x02Fc86DE01873106a73CE3899B79Abf243354667,0.007599728665294811,0.0,0.0016955001923213862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
0x02b0e3CCF41270FB5294Ec229667c56c0BB14a95,0.0,0.0,0.0,0.0,0.0,0.0,0.08494890744215675,0.13643618816322325,0.8932324884401445,0.9271938829834154,0,0,0,0,0,0,0,0
0x02b49cD4d69d22FA67e65130C418FE134F69fd2D,0.08785232111958215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.490272427429853,0.0,0,0,0,0,0,0,0,0
0x02ce3B6c086e88616783163FB095578c86fBd4a9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.03120854172418,0.0,0,0,0,0,0,0,0,0
0x02e312409458E52B423dC7Dd067198cd953DcDb2,0.015507207615363242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
0x030fB3935aE0A7Dc8C991782A043985441552E2d,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0159818569218317,0,0,0,0,0,0,0,0
0x032315C18DbbCe0aa3EA477859acAF054A3C883e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
0x0325D9C66406Cb8bbE88Ef1ea05960db78a6ef98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
0x032d799eC0ac23389a108fD6896A47B7B780a751,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
0x033c21EAd0f363698665dFA87376d262a0fF2CC3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003609208214572238,0.0,0,0,0,0,0,0,0,0
0x0342D531f8C9a7E7D76B387F7b1fB6277f1e2c13,0.0,0.0,0.0,0.0,0.0,0.0,123.07957141289418,0.0,0.0,0.0,0,0,0,0,0,0,0,0
0x0349ba5801400a5030cFA70eE9f13e5f41e5Dc07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
0x034a4081dF0C5a039d05113a7d0B334083A7B084,0.0,0.0,10.791544675067758,0.0,0.0,0.0,0.0,0.0,4.855209483728416,3290.329474069515,0,0,0,0,0,0,0,0
0x03744F6A2e4246D6dA79F88b570aFd59ff4fc389,0.0,0.0,0.0,0.0,0.0,0.0,0.001566381092617328,0.0,0.0,0.0,0,0,0,0,0,0,0,0
0x0393F591f970708c840ED9970F2a867D8b588c83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1892.7127081135768,0.0,0,0,0,0,0,0,0,0
0x03ED2992A1D07aB57EC01F0c8914E22B53e48D87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.255735455751111,0.0,0,0,0,0,0,0,0,0
0x03F6f282373900C2F6CE53B5A9f595b92aC5f5E5,0.004005059039202009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
0x03b3b1B629907C6E171ea3d3301915A3a5E70470,0.0007475660806789926,0.0,0.0,0.0008914455098535248,0.0,0.0,0.03517488476577073,0.7510293672681969,3.2038394322281545,0.014755698442504179,0,0,0,0,0,0,0,0
0x03b906FA40E77a3364832c361417Ca33F7592345,0.033979807675488,111.88784157908016,17.218794413792704,0.0,0.0,0.0,0.00019064719341028535,0.0,0.0,0.0,0,0,0,0,0,0,0,0
0x0412972449f728B462E790CD402D6c7D71AC27a3,4.7015429608270766e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
0x04187b2DD49Cd4CCB8F69503A2742E6E68938999,0.00030548003132987615,0.0,0.0016268629330055304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
0x041F80E508FC39Bf7340D2EbB93d67d9A98C6F45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5418408562778495,0.0,0,0,0,0,0,0,0,0
0x043F3579201977dfEd8AE46bc9F1561C92b6Cfac,0.1781980535092659,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
0x0450aB3b20c6bb7379d8E47f3692111d69b2fB34,0.4147034313630831,0.0,0.6142972843176235,0.0,0.0,0.0,5.3211460029384225,0.0,0.0,0.0,0,0,0,0,0,0,0,0
0x047EDAf87B0C40b007B7C17F32aCa777c6e57f62,0.0,0.0,0.0,0.0,0.0,0.00011734266091106755,0.0,0.0,0.05677905435094337,0.0,0,0,0,0,0,0,0,0
0x0489076A0D17394835aF93cd62ACFf703B6814a9,392.2803027886481,0.0,0.0,0.0,0.0,0.0,0.0,0.017377453027830003,0.0,1416.235531047417,0,0,0,0,0,0,0,0
0x04Ae2ee109c03DE9B6dB4cc7956602DE8fDd66d8,0.0,0.0,0.0,0.0,0.0,0.0,0.018166805889662224,0.0,0.0,0.0,0,0,0,0,0,0,0,0
0x04c73a6eECeD2c803904d385253D7C0Cd5A69fa3,0.0,0.0,0.0,0.0,0.0,0.0,42.75709863270946,0.0,17.307675262313488,0.0,0,0,0,0,0,0,0,0
0x050da1Bd1EC70e35df76398e9907459eC85133b8,0.0,0.0,0.0,0.0,0.0,0.0,0.07608414645327702,0.0,0.0,0.0,0,0,0,0,0,0,0,0
0x05128f25e86E468093473783d8B3ba2b9c9da8E9,0.0,0.0,8.156867245932386e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
0x051C66cA372810aE7ce437A296b5a1CE335Cd981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.068159776466267,0.0,0,0,0,0,0,0,0,0
0x052564eB0fd8b340803dF55dEf89c25C432f43f4,0.0,0.0,0.0,0.0,0.0,0.0,277.16764316427583,0.0,0.4564531757922205,0.0,0,0,0,0,0,0,0,0
0x0558b7a135CcFe3A59De45a239aE3a765D7AB1A2,0.0,0.0,0.0,0.0,0.0,0.0,0.00017123179646477249,0.6015811292018998,0.7945680908344158,0.0,0,0,0,0,0,0,0,0
0x055d67E339549Ad3bDD0ed84ed560a1D12c03e3d,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
0x056E8aF258856fd06Da34798dA895bB42CbC266a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
0x056f7C63FfdE98b5639d1962966a7AD9e43Bc066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
0x057a5CB4B316124f90ae807553b059A192aAB7aA,1.3393006052239334e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
0x057c717d45512FaE6E4993c239511DE6bA4790AF,0.04930518549986212,0.0,0.00715758303992664,0.0,0.0,0.0,0.0,0.0,0.6849648388008802,0.0,0,0,0,0,0,0,0,0
0x057dC43Af6187a931E78a56b3293912A5b42e5Ec,0.0,0.0,0.0,0.0,0.0,0.0,0.6878951834145574,0.0,0.0,0.0,0,0,0,0,0,0,0,0
0x05987e113C74b4B1F82fd6254A2E1E7E99042D89,0.0,0.0,0.0,0.0,0.0,0.0,0.020396423799606614,0.0,0.0,0.0,0,0,0,0,0,0,0,0
0x0598Df9EF51616e9c015a4f17918507259B22bAF,0.1488747069397773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1252526487110608,0,0,0,0,0,0,0,0
0x059F69B1591Ad76086441961864510E69c88A33d,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009108763242667377,0.0,0,0,0,0,0,0,0,0
0x05Db95078012b04967C58F600e29B5068418e045,0.0,0.0,0.0,0.0,0.0,0.0,146.100331020547,0.0,0.0,0.0,0,0,0,0,0,0,0,0
0x05DbE4BfA6e6141f3b5B693264Aa79D0De1fd7a0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.231123624032326,0.0,0,0,0,0,0,0,0,0
0x05DfE093aa20A462e99e3A3f2c616D743861F3A8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
0x05Ed646c442f3879773A2E9f97d8A59ba551A466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.560665098565403e-08,0.0,0,0,0,0,0,0,0,0
0x05aF763E0a167b1fFE787314Ef6C5182a96036e6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
0x060409d7faD110464DAc8429977d592565979664,0.0,0.0,0.0,0.0,0.0,0.0,0.03902704804983988,0.0,0.8416047979339971,0.0,0,0,0,0,0,0,0,0
0x060a24A6C7a493D2bc58dB7B03becE9e67d2bD53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00010793529501151896,0.0,0,0,0,0,0,0,0,0
0x062799B5a2Fc009F5d8B48360a05C497d8BE8364,0.2569807842887536,0.8776454365642156,0.0,0.0,0.0,0.0,0.004072257218166214,0.0,5.663790381800484,0.0,0,0,0,0,0,0,0,0
0x063a94464a1d8431f954B8627276A5BA522aC0B6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028058995912494195,0.0,0,0,0,0,0,0,0,0
0x065d527AE7050a6EbB56842512662BE6415f6e0f,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7008359341490118,0.0,0,0,0,0,0,0,0,0
0x066E49FBEE0561d08105E0D64a83aA4110b3B38d,0.0,0.0,0.0,0.0,0.0,0.0,0.04278631795370477,0.0,0.0,0.0,0,0,0,0,0,0,0,0
0x067D4D88CBA911FfC0b186FDffDDF34Fa675655A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006554880879032275,3.338733990674349e-05,0.0,0,0,0,0,0,0,0,0
0x069869E6Cc994D55f68610982934e9c1d423d91c,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007763950597521065,0.0,0,0,0,0,0,0,0,0
0x069CB464dc3390Dde11B014793C48fc9F7D06399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
0x06d57AF6792Edf066046aAf958d92aE5558e0E56,0.0,0.0,0.0,0.0,0.000288593612354663,0.0,0.0,0.09777558438434308,0.4238545974570616,0.0,0,0,0,0,0,0,0,0
0x06eCF1430687353e21FBE06078f51E9ac8eC7bfF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
0x06f8F66648Cac8bD39E9ccE036094ef4Dd1b504b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.866005209862436,0.0,0,0,0,0,0,0,0,0
0x06fAf1d63a900d62679F22Af2aE8ef6c78eEC9FD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194.9441138061113,0.0,0,0,0,0,0,0,0,0
0x0719e9f01c0c947adA1Caa50c65C6459887cC57f,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
0x071a79b04021BAF1B6F32A5C233c7D01dBDE0e0f,0.02757213685329159,0.0,0.007051593618479537,0.0028947673070699063,0.0,0.0,0.0,0.0,0.8996210171510748,0.0,0,0,0,0,0,0,0,0
0x071fE1BEc0354a53e8239F2891fb1A594e29eF4C,0.08537257354559727,0.0,0.31398391261944386,0.0,0.0,0.0,0.19445422245992333,0.0,0.0,0.0,0,0,0,0,0,0,0,0
0x07231a7301599cEDBdfcC0167C9c10423976D0d9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
0x07286d6602113C6bBCee99F47B3A48574844DF1b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6752330137393485,0.0,0,0,0,0,0,0,0,0
0x072Ce2811d4a3EdFF7428E24dec93BAE69EA0dc4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
0x07326cBE4792e8e3c1F61C66fEfEe8253EB2DB0C,0.11350693434430094,0.3413907941957571,0.39396160272056846,0.008411220136456347,0.0368552800780236,0.6944587149417205,0.7430410474383549,0.40685007035272175,0.49123294116590704,50.05916716140377,0,0,0,0,0,0,0,0
0x073C841e832b7CC2e75d0FB1F8a98DCa355Bf485,0.0,0.0,0.0,0.0,0.0,0.0,1.2675924087465027e-08,0.0,0.0,0.0,0,0,0,0,0,0,0,0
0x07518E953eb3C3C3dCEbC9b08f21565527aBC5Fe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8657293935356739,0.0,0,0,0,0,0,0,0,0
