6400341,0xCD8f976a4f5Ba1f577adf7666EA2C5389D3cCD53,supply,0.1,WETH
6400493,0xCD8f976a4f5Ba1f577adf7666EA2C5389D3cCD53,supply,0.05,WETH
6400504,0x73A85F5AE7f0F52d9092CeBBdc14e955E6872dA3,supply,19.0,ZRX
6400514,0x73A85F5AE7f0F52d9092CeBBdc14e955E6872dA3,supply,70.072168,BAT
6400523,0xB819706e897eaCf235CdB5048962bD65873202C4,supply,70.0,BAT
6400524,0xf54f265AB35657bbF6a5BEad9fd8BCb80c3e5357,supply,70.053254,BAT
6400545,0xB819706e897eaCf235CdB5048962bD65873202C4,supply,0.8,REP
6400577,0xCD8f976a4f5Ba1f577adf7666EA2C5389D3cCD53,supply,0.01,WETH
6400580,0x29884627385E3F7bb763Eb72E3d5B9A98143452d,supply,0.0,WETH
6400585,0xB819706e897eaCf235CdB5048962bD65873202C4,supply,20.000016,ZRX
6401188,0x29884627385E3F7bb763Eb72E3d5B9A98143452d,supply,0.1,BAT
6401190,0x29884627385E3F7bb763Eb72E3d5B9A98143452d,supply,0.1,REP
6401191,0x29884627385E3F7bb763Eb72E3d5B9A98143452d,supply,0.1,ZRX
6401213,0x29884627385E3F7bb763Eb72E3d5B9A98143452d,supply,0.001,WETH
6401341,0xb86Bb5Fc804768Db34F1a37da8B719e19aF9dfFD,supply,1.0,BAT
6401359,0xb86Bb5Fc804768Db34F1a37da8B719e19aF9dfFD,supply,49999.0,BAT
6404158,0xf54f265AB35657bbF6a5BEad9fd8BCb80c3e5357,supply,0.809049,REP
6404226,0xf54f265AB35657bbF6a5BEad9fd8BCb80c3e5357,supply,13.0,ZRX
6404429,0x502CB8985B2C92a8d4bf309cDAa89DE9be442708,supply,1.278398,WETH
6404431,0x502CB8985B2C92a8d4bf309cDAa89DE9be442708,supply,1386.003384,ZRX
6404478,0x502CB8985B2C92a8d4bf309cDAa89DE9be442708,supply,2.278564,WETH
6404483,0x502CB8985B2C92a8d4bf309cDAa89DE9be442708,supply,9771.59761,BAT
6404485,0x502CB8985B2C92a8d4bf309cDAa89DE9be442708,supply,220.059675,REP
6404723,0x29884627385E3F7bb763Eb72E3d5B9A98143452d,supply,0.0,WETH
6405126,0x29884627385E3F7bb763Eb72E3d5B9A98143452d,supply,0.0,WETH
6405247,0x502CB8985B2C92a8d4bf309cDAa89DE9be442708,supply,10000.0,BAT
6405249,0x502CB8985B2C92a8d4bf309cDAa89DE9be442708,supply,2.0,WETH
6405299,0xE0ad79CdD7D049C9c12AfCbffa33c58e118c48B0,supply,20.0,WETH
6405314,0xE0ad79CdD7D049C9c12AfCbffa33c58e118c48B0,supply,70.0,BAT
6405317,0xE0ad79CdD7D049C9c12AfCbffa33c58e118c48B0,supply,0.8,REP
6405319,0xE0ad79CdD7D049C9c12AfCbffa33c58e118c48B0,supply,19.0,ZRX
