address,ZRXSupplyInterest,ZRXBorrowInterest,BATSupplyInterest,BATBorrowInterest,SAISupplyInterest,SAIBorrowInterest,REPSupplyInterest,REPBorrowInterest,ETHSupplyInterest,ETHBorrowInterest,USDCSupplyInterest,USDCBorrowInterest,WBTCSupplyInterest,WBTCBorrowInterest,DAISupplyInterest,DAIBorrowInterest
0x502CB8985B2C92a8d4bf309cDAa89DE9be442708,0.058858910857974324,2.0769498687916803,0.266703703645628,1.0734095500782992,373.73481224765277,9.144986225774769,2.1571594225706807,0.024501421301185117,1.8337900196882544,4.000569963509223,6.714354658967306,19.842318830782283,0.0001200586526868351,9.342485938269053,13.094170432421775,0.0
0xC8355D0E2C265B2Fe495EbBC0fc9AD992B40DC8F,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01292788904752316,0.0,0.0,0.0,0.0,0.0,0.0,0.019001863858787195
0xA7ff0d561cd15eD525e31bbe0aF3fE34ac2059F6,0.00043384701305798867,0.0,0.0010303293027588776,0.0,0.049223251233049284,0.0,0.0001943575901943242,0.0,0.0,0.002388940921421102,0.007975903271253061,0.0,0.019022676119886464,0.0,0.0,0.0
0x2025A9196d6Fa1011080845c6877f6460CDb302B,0.007777251744846456,0.0,0.07944616882082031,0.0,181.42078888797667,0.0,0.0,0.0,0.7412601079794082,0.0,4.55075262887962,0.0,0.0,0.0,32.39785628181009,0.0
0x6316Ff9D2C96b6B122E0dD632Ab5831e0BF5bD10,0.0,0.0,0.0,0.0,0.0,25.8014396558887,0.0,0.0,0.0,0.0,298.54244525309485,0.0,0.0,0.0,0.0,0.0
0xBD9ED130A53CFaFcf81502e4D35329A6c4D53410,0.0,0.0,0.0,0.001920047321324995,0.0,0.9048235734486401,0.0,0.10232042098742539,0.5944907116490021,0.0,63.386088628812885,0.0,0.0,48.531755989024546,3.4692150115273184,0.0
0xb7625573f98f436554FDE189bBa8f1Cdb57A6b97,0.0,0.0,0.0,0.0,9.300608005156713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x4654F56a64301b9b582F843F97332D96Ead11FF8,0.04039511501338409,0.5712173036220327,0.4401928301820282,0.0009812073416290798,50.37400105636908,4.650884720717621,0.5467727870348272,0.0736160525063494,1.6148746657929145,0.7135461829890792,102.16501544687178,1.7902072248376832,0.0,0.0,0.28903390818301955,21.990631332514017
0x419385075Dff229926A63812aC1adc397aC32e27,0.0,0.0,0.0,0.0,0.2980655088690853,0.0,0.0,0.0,0.000909721494005055,0.0,6.413591529086822,0.0,0.08675834287720258,0.0,0.0,0.0
0xD79Eb74e74784B77FFcFAE69B6954F4eBE06bA9C,0.0,0.0,0.0,0.0,0.003519141517611512,0.0,0.0,0.0,0.00013444026577356897,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0xa9EE140bfE20a7a5F9e170C6e89EC4B0906d297D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6878233850870444e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0xb3fbE25Be2e8CA097e9ac924e94aF000DD3A5663,0.0,0.0,0.0,0.0,2.234248509288615e-06,8.837150965352652,0.0,0.0,2.031650982471416e-05,0.0,5.776840614442971,0.00018692903821625,0.0,0.0,0.0,0.0
0x869eC00FA1DC112917c781942Cc01c68521c415e,0.0,0.0,0.0,0.0,18.464865769236265,0.0,0.0,0.0,0.0,0.0,2.349419492893056,0.0,0.0,0.0,1.5698028646353934,0.0
0x789E8DD02FfCCd7A753B048559d4FBeA1e1a1b7c,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3151077065213132,0.0,0.0,0.0,0.0,0.0
0xF5DCe57282A584D2746FaF1593d3121Fcac444dC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x4Ddc2D193948926D02f9B1fE9e1daa0718270ED5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0xB00B309332Fe879d7c98B1f08fF8965790ddBe6d,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.895654981558609e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x4dA2e85D64bEcE663CCaB06E89B970b6b077f22F,0.0,0.0,0.0,0.0,155.68775023830202,0.0,0.0,0.0,0.0002114002248418903,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x27a41cb58aC08cA794279796A082cd55D567961c,0.0,0.0,0.0,0.0,6.309998866726492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0xC6F6c89F7f297b5230D2fD028Ac06f0677c1857b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.828494621107077,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x632C66DB56a6CFC52bC7CC0e37ACDfaC2879ACB4,0.0,0.0,0.0,0.0,0.0010209273856952674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x0f3C2476FBF0ed09DFf00EA7f4eF252DcC72E6f1,0.00033066112825281055,0.13465399511499995,0.0,0.12111952449969002,1603.6061810312062,66018.60655420423,0.0,0.06488691882950769,0.5874769633221192,0.013875395994062461,225.28919720548063,5773.912625956547,0.0,0.0,801.366668822652,0.0
0xbbD13CA6aACE2a8ECcBDe88bc7849C3c6E4e172E,0.0,0.0,0.0,0.0,43.81269502056904,0.0,0.0,0.0,0.02408034603697744,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x39AA39c021dfbaE8faC545936693aC917d5E7563,0.0,0.0,0.0,0.0,0.5642504654955859,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x53d6482610eb4CAEDbbA48EF4559a5A9aD4266a0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.38241479497049,0.0,0.0,0.0,0.0,0.0
0x293425f7e1f094Cd06A264187d830b59E54CAC1E,0.0,0.0,0.0,0.0,264.40023754619784,0.0,0.0,0.0,0.037547587276779475,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x29bc5fB2B177DD3432661eE5c67E7D7008350fcF,0.0,0.0,0.0,6.90007597273479e-05,0.0,0.0,0.0,0.0,8.212812214911458e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x0759d524FAA4a6f27423496c8Eed65Daf27bFa96,0.0,0.0,0.0,0.0,291.4804372083765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x6361C73DE2E382899C040923A1aF481Ea927cf20,0.0,0.0,0.0,0.06677778526681163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x3f3E2cf087B4a818a7C610EB8eF332d894736D7d,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x45A2FDfED7F7a2c791fb1bdF6075b83faD821ddE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x57Ef012861c4937A76B5D6061bE800199A2b9100,0.0,0.14481275331349833,0.00014910085790760484,0.008581719077289376,615.606804942527,227.19141652280197,0.0,0.0001896341156000601,20.571328848403244,0.0,0.0,4.0410927562972985,0.0,0.0665203018158341,0.0,1.0944900076534687
0x2577A8539cb2194ACD72f035dbB691ce5F406d3F,0.0,0.038850659921693745,0.0,0.0,3.1538866490322137,0.4553044728348774,0.0,0.0,0.06135477919223075,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x6d26fCf5F2f07b6CE22e9F839692018F7Cb84c81,0.0,0.0,0.0,0.0,0.40331180616167056,0.0,0.0,0.0,0.0,0.0,0.2044649525815566,0.0,0.0,0.0,0.0,0.0
